"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.060390237E1,3.537792049E-1,-1.026265869E0,-2.413687352E0
4.061394737E1,7.772879183E-1,-1.002966177E0,-2.249690495E0
4.062399237E1,1.107137393E0,-9.293418378E-1,-2.030721624E0
4.063403837E1,1.222488925E0,-9.209496215E-1,-1.878032112E0
4.064408337E1,1.220029001E0,-9.456628785E-1,-1.790235584E0
4.065412837E1,1.222187355E0,-9.286828566E-1,-1.720323935E0
4.066417437E1,1.252081098E0,-8.609118730E-1,-1.695176230E0
4.067421937E1,1.298478755E0,-8.129296213E-1,-1.715702296E0
4.068426437E1,1.300601732E0,-7.907236505E-1,-1.788045802E0
4.069431037E1,1.257463899E0,-7.845665324E-1,-1.886560276E0
4.070435537E1,1.206660220E0,-7.917548069E-1,-1.902962301E0
4.071440037E1,1.244769594E0,-7.983747321E-1,-1.883253091E0
4.072444637E1,1.386748030E0,-8.113537967E-1,-1.786806777E0
4.073449137E1,1.581459288E0,-8.195746896E-1,-1.561239324E0
4.074453638E1,1.740626930E0,-8.622646263E-1,-1.295632476E0
4.075458237E1,1.908295108E0,-9.303314790E-1,-9.802991527E-1
4.076462737E1,2.025239275E0,-9.485981807E-1,-6.643261439E-1
4.077467238E1,2.050548947E0,-9.339625999E-1,-4.933541429E-1
4.078471837E1,1.921508646E0,-8.728793693E-1,-4.771380597E-1
4.079476338E1,1.758793644E0,-7.795899671E-1,-5.575507236E-1
4.080480838E1,1.641893039E0,-6.696345386E-1,-7.138766187E-1
4.081485437E1,1.551335017E0,-4.716241354E-1,-7.958393794E-1
4.082489938E1,1.441839765E0,-2.321490794E-1,-7.410825437E-1
4.083494438E1,1.284180997E0,-9.314848423E-2,-5.387525100E-1
4.084499038E1,1.085821661E0,-5.491675705E-2,-3.485168570E-1
4.085503538E1,9.907374559E-1,3.150655210E-2,-9.899979293E-2
4.086508037E1,8.918714911E-1,2.508718640E-1,3.089592737E-1
4.087512638E1,6.871020721E-1,4.854098234E-1,9.392686558E-1
4.088517212E1,4.862176893E-1,5.931833634E-1,1.571352668E0
4.089521712E1,3.245535055E-1,6.512082079E-1,2.186186809E0
4.090526312E1,2.913865634E-1,7.898424751E-1,2.701942220E0
4.091530812E1,3.264150397E-1,9.184136841E-1,2.957236333E0
4.092535312E1,3.327183381E-1,1.064088584E0,2.971830983E0
4.093539912E1,2.934968966E-1,1.286271084E0,2.761156388E0
4.094544412E1,2.379365073E-1,1.613654349E0,2.521168531E0
4.095548913E1,1.673579831E-1,1.961170017E0,2.325300255E0
4.096553512E1,3.228116199E-2,2.434642603E0,2.256212479E0
4.097558012E1,-3.099200443E-1,3.319248564E0,2.274107882E0
4.098562513E1,-1.014502368E0,3.919737146E0,2.029549257E0
4.099567112E1,-1.612577292E0,3.737984341E0,2.003725029E0
4.100571613E1,-1.573459858E0,3.086942779E0,2.289108329E0
4.101576113E1,-9.285219119E-1,2.312916437E0,2.862335438E0
4.102580712E1,2.879344404E-2,1.759251042E0,3.402647985E0
4.103585213E1,8.842239178E-1,1.284401144E0,3.586827092E0
4.104589713E1,1.356697873E0,8.097971217E-1,3.438693146E0
4.105594313E1,1.442611012E0,3.560607885E-1,3.217147992E0
4.106598813E1,1.390796642E0,-1.574582085E-2,2.934465521E0
4.107603312E1,1.434945605E0,-2.196604501E-1,2.381530005E0
4.108607913E1,1.465000294E0,-3.013874218E-1,1.655941998E0
4.109612413E1,1.336844968E0,-3.631800659E-1,9.496234900E-1
4.110616912E1,1.152301287E0,-4.487692697E-1,2.998680228E-1
4.111621513E1,9.536226200E-1,-5.276625346E-1,-2.778053087E-1
4.112626012E1,7.540567844E-1,-5.323042005E-1,-8.066163826E-1
4.113630512E1,6.241693671E-1,-4.961168061E-1,-1.299248394E0
4.114635113E1,5.198924620E-1,-3.957955424E-1,-1.676097350E0
4.115639612E1,4.273344004E-1,-2.935085911E-1,-1.873014032E0
4.116644112E1,2.740984663E-1,-2.559761909E-1,-1.951590085E0
4.117648713E1,1.304768897E-1,-2.704220295E-1,-2.010699588E0
4.118653212E1,8.228538081E-2,-2.961965561E-1,-2.119177718E0
4.119657712E1,1.243760511E-1,-3.073764324E-1,-2.242230617E0
4.120662312E1,1.957329127E-1,-2.853602037E-1,-2.360146152E0
4.121666812E1,2.067515521E-1,-2.696844032E-1,-2.444524398E0
4.122671312E1,1.335292824E-1,-3.080184567E-1,-2.505468757E0
4.123675813E1,4.729191475E-2,-3.040502438E-1,-2.516701258E0
4.124680412E1,-5.784913570E-2,-1.653221288E-1,-2.360456055E0
4.125684912E1,-2.559191074E-1,2.353211939E-2,-2.169600012E0
4.126689512E1,-6.061806274E-1,1.249123138E-1,-1.961143851E0
4.127694012E1,-1.039493660E0,1.554932517E-1,-1.720387670E0
4.128698512E1,-1.398909507E0,1.394642794E-1,-1.527412596E0
4.129703013E1,-1.639459720E0,6.317799568E-2,-1.445202498E0
4.130707612E1,-1.549908589E0,-1.170483935E-1,-1.468297831E0
4.131712113E1,-1.202189950E0,-3.311415634E-1,-1.531387534E0
4.132716613E1,-7.311074862E-1,-5.565713149E-1,-1.672796597E0
4.133721212E1,-2.574223535E-1,-8.416862279E-1,-1.826021714E0
4.134725713E1,8.819055699E-2,-1.093873423E0,-1.875880921E0
4.135730213E1,2.069044568E-1,-1.287051103E0,-1.778606642E0
4.136734813E1,2.240860614E-1,-1.484429714E0,-1.633344263E0
4.137739313E1,2.286807669E-1,-1.627226906E0,-1.417175624E0
4.138743812E1,2.489222561E-1,-1.671250008E0,-1.061116444E0
4.139748413E1,2.115840200E-1,-1.697187965E0,-6.861116999E-1
4.140752913E1,1.540809664E-1,-1.751058070E0,-3.055070776E-1
4.141757412E1,4.835957978E-2,-1.733521686E0,1.562685925E-1
4.142762013E1,-1.185610316E-1,-1.676208740E0,6.716000801E-1
4.143766512E1,-3.602843054E-1,-1.716203402E0,1.181411211E0
4.144771012E1,-5.025412150E-1,-1.874424380E0,1.818254857E0
4.145775613E1,-3.670811089E-1,-2.023726015E0,2.369240912E0
4.146780112E1,-1.687754944E-2,-2.045670031E0,2.745335577E0
4.147784612E1,3.283948338E-1,-1.932932789E0,2.970364501E0
4.148789212E1,5.165116750E-1,-1.788726710E0,2.921968852E0
4.149793712E1,4.250516474E-1,-1.604832948E0,2.775055220E0
4.150798212E1,7.203404233E-2,-1.365943490E0,2.668427734E0
4.151802812E1,-4.719371807E-1,-1.124142412E0,2.564269527E0
4.152807312E1,-1.051361753E0,-8.213570671E-1,2.622339980E0
4.153811812E1,-1.564047449E0,-4.642306235E-1,2.816852871E0
4.154816313E1,-1.840017170E0,-1.867343402E-1,3.098578738E0
4.155820912E1,-1.964559648E0,-8.837028578E-2,3.434441636E0
4.156825412E1,-1.912161725E0,-4.845236778E-2,3.723156679E0
4.157829913E1,-1.629290681E0,-4.563956469E-2,3.803706168E0
4.158834512E1,-1.240312700E0,-1.380197248E-1,3.534181686E0
4.159839013E1,-8.386684799E-1,-2.447922215E-1,3.002095002E0
4.160843513E1,-5.011630994E-1,-2.984740466E-1,2.278543580E0
4.161848112E1,-3.607262819E-1,-2.823374856E-1,1.384290299E0
4.162852613E1,-3.336272147E-1,-5.901740938E-3,5.619098228E-1
4.163857113E1,-5.364018562E-1,4.310947448E-1,-5.648585737E-2
4.164861712E1,-9.647935063E-1,7.481623524E-1,-5.291823721E-1
4.165866213E1,-1.566952346E0,9.529391536E-1,-8.511107701E-1
4.166870712E1,-2.128221460E0,1.011238233E0,-1.153790134E0
4.167875313E1,-2.580254061E0,1.045278822E0,-1.690791403E0
4.168879813E1,-2.696675633E0,1.022029708E0,-2.326096061E0
4.169884312E1,-2.479289603E0,9.480561438E-1,-2.924789549E0
4.170888913E1,-1.969182018E0,8.265125571E-1,-3.502646483E0
4.171893413E1,-1.227674089E0,7.345159744E-1,-4.016414425E0
4.172897912E1,-4.809774146E-1,6.361203450E-1,-4.278959670E0
4.173902513E1,1.498237914E-1,4.810881463E-1,-4.155663527E0
4.174907012E1,5.766471452E-1,2.657762705E-1,-3.779492263E0
4.175911512E1,8.297850975E-1,4.060335785E-2,-3.324530938E0
4.176916113E1,9.864007954E-1,-1.067090544E-1,-2.653061251E0
4.177920612E1,1.167348439E0,-8.318746001E-2,-1.833969834E0
4.178925112E1,1.339526355E0,-8.972698599E-3,-1.172544494E0
4.179929712E1,1.443056278E0,3.622467041E-2,-7.390769488E-1
4.180934212E1,1.447296825E0,6.912636817E-2,-4.612774873E-1
4.181938712E1,1.418400470E0,8.596240237E-2,-2.765621907E-1
4.182943212E1,1.347566569E0,1.009608029E-1,-1.907250649E-1
4.183947812E1,1.238050558E0,1.357542211E-1,-2.691578615E-1
4.184952312E1,1.146686864E0,2.050868498E-1,-4.813065398E-1
4.185956813E1,1.030551513E0,3.253881955E-1,-6.249141562E-1
4.186961412E1,8.950629015E-1,4.712801729E-1,-6.278938973E-1
4.187965879E1,6.852409033E-1,5.528505854E-1,-6.231529748E-1
4.188970379E1,4.932277700E-1,5.736596565E-1,-6.313437545E-1
4.189974979E1,3.843516643E-1,5.684512492E-1,-5.997798997E-1
4.190979479E1,3.582166569E-1,5.854961751E-1,-5.058952510E-1
4.191983979E1,3.649402971E-1,6.238100557E-1,-4.666779757E-1
4.192988579E1,3.494424713E-1,6.148508057E-1,-3.899139744E-1
4.193993079E1,4.282087784E-1,5.803227049E-1,-2.251844609E-1
4.194997579E1,5.269864503E-1,5.130196448E-1,-1.472457540E-1
4.196002179E1,6.210064620E-1,3.882741228E-1,-6.872057140E-2
4.197006679E1,7.219386135E-1,2.883849683E-1,7.099806190E-2
4.198011179E1,7.596613406E-1,2.269028114E-1,1.977282751E-1
4.199015779E1,7.074502364E-1,1.788486390E-1,4.012388617E-1
4.200020279E1,6.142584828E-1,2.088863705E-1,6.623983169E-1
4.201024779E1,4.558896801E-1,2.632932504E-1,8.835283184E-1
4.202029279E1,2.920775216E-1,2.518476181E-1,1.083398429E0
4.203033879E1,1.924921665E-1,1.965136622E-1,1.227994809E0
4.204038379E1,2.220050374E-1,1.598092277E-1,1.385982483E0
4.205042879E1,3.547014570E-1,2.058557586E-1,1.610912590E0
4.206047479E1,5.824304069E-1,2.196546029E-1,1.818410978E0
4.207051979E1,8.583972779E-1,1.666510548E-1,2.093201462E0
4.208056479E1,1.117776256E0,9.771559820E-2,2.516379077E0
4.209061079E1,1.272853332E0,-6.074073002E-2,3.002242352E0
4.210065579E1,1.328210238E0,-2.440027012E-1,3.599958769E0
4.211070079E1,1.287158545E0,-4.138169535E-1,4.207623054E0
4.212074679E1,1.314541495E0,-4.879103851E-1,4.715832633E0
4.213079179E1,1.331448280E0,-4.333337899E-1,4.954873826E0
4.214083679E1,1.016209389E0,-3.677302229E-1,4.778837551E0
4.215088279E1,5.544828357E-1,-4.153223191E-1,4.094970013E0
4.216092779E1,2.470184027E-1,-3.874667685E-1,3.004577730E0
4.217097279E1,1.246065775E-1,-1.979358512E-1,1.949452343E0
4.218101779E1,1.346110173E-1,-3.351916373E-3,1.130757367E0
4.219106379E1,6.378241505E-2,9.458543748E-2,4.204633373E-1
4.220110879E1,1.684071198E-3,1.670289311E-1,-3.726389605E-1
4.221115379E1,-5.007983062E-2,2.975327910E-1,-1.107049246E0
4.222119979E1,-1.495434905E-1,4.923801430E-1,-1.591303952E0
4.223124479E1,-3.032314143E-1,5.830739661E-1,-1.891025210E0
4.224128979E1,-5.297264555E-1,5.710458049E-1,-2.030232212E0
4.225133579E1,-7.363494419E-1,4.698661700E-1,-1.998711042E0
4.226138079E1,-8.464523665E-1,3.347832093E-1,-1.901847237E0
4.227142579E1,-8.542500671E-1,1.871439376E-1,-1.802979591E0
4.228147179E1,-7.946286403E-1,3.043154150E-2,-1.745657582E0
4.229151679E1,-7.183973204E-1,-1.171527663E-1,-1.764163435E0
4.230156179E1,-5.935229404E-1,-2.669748035E-1,-1.869468280E0
4.231160779E1,-3.368870375E-1,-3.850026056E-1,-1.977151188E0
4.232165279E1,-1.873944908E-2,-4.412376174E-1,-2.044265530E0
4.233169779E1,2.332471865E-1,-5.191017723E-1,-1.986953461E0
4.234174279E1,3.607107136E-1,-6.159211385E-1,-1.936726463E0
4.235178879E1,4.368143450E-1,-6.903871840E-1,-1.938629732E0
4.236183379E1,4.991899565E-1,-7.455176568E-1,-1.954993165E0
4.237187879E1,5.701375131E-1,-7.435202479E-1,-2.079082190E0
4.238192479E1,5.806081221E-1,-7.153638580E-1,-2.230902806E0
4.239196979E1,4.233187520E-1,-7.417646214E-1,-2.323152573E0
4.240201479E1,1.319093113E-1,-8.606507948E-1,-2.348767471E0
4.241206079E1,-1.011329303E-1,-8.791481692E-1,-2.227299167E0
4.242210579E1,-2.350449130E-1,-7.203848621E-1,-1.996752225E0
4.243215079E1,-3.644606061E-1,-5.597554162E-1,-1.720130977E0
4.244219679E1,-3.652676681E-1,-4.855562961E-1,-1.485086356E0
4.245224179E1,-2.595337830E-1,-5.374944815E-1,-1.408331711E0
4.246228679E1,-5.960987851E-2,-6.281160915E-1,-1.384497290E0
4.247233179E1,2.005191511E-1,-7.700484806E-1,-1.385574347E0
4.248237779E1,3.571175265E-1,-9.261796635E-1,-1.283953248E0
4.249242279E1,3.918112497E-1,-1.031649108E0,-1.106004349E0
4.250246779E1,2.902065222E-1,-1.111522074E0,-1.009446353E0
4.251251379E1,1.512022725E-1,-9.790990117E-1,-8.764438319E-1
4.252255879E1,-8.509803772E-2,-8.479178980E-1,-6.712995332E-1
4.253260379E1,-3.253605674E-1,-6.835599750E-1,-4.031310207E-1
4.254264979E1,-4.530067469E-1,-4.662224776E-1,-7.437015116E-2
4.255269479E1,-6.413995036E-1,-3.100553343E-1,2.512916940E-1
4.256273979E1,-8.644788207E-1,-2.248862529E-1,4.815831131E-1
4.257278579E1,-1.099059319E0,-1.358042148E-1,7.628026110E-1
4.258283079E1,-1.306192255E0,-7.373689771E-2,1.163563170E0
4.259287579E1,-1.367613309E0,-8.964658678E-3,1.547494859E0
4.260292079E1,-1.269899611E0,8.680483997E-3,1.900816957E0
4.261296679E1,-1.103256742E0,-5.647036225E-2,2.285353832E0
4.262301179E1,-9.000443637E-1,-1.951829821E-1,2.713873463E0
4.263305679E1,-8.013109115E-1,-4.335277712E-1,3.182911960E0
4.264310279E1,-9.411437117E-1,-6.474775381E-1,3.686878214E0
4.265314779E1,-1.190256441E0,-8.623244141E-1,4.174074070E0
4.266319279E1,-1.428110502E0,-1.090497533E0,4.398522951E0
4.267323879E1,-1.501895347E0,-1.157010927E0,4.318065264E0
4.268328379E1,-1.377846082E0,-1.058479496E0,3.940545632E0
4.269332879E1,-9.673465468E-1,-8.903594743E-1,3.461309007E0
4.270337479E1,-1.985052238E-1,-5.694268571E-1,2.746841235E0
4.271341979E1,5.255357561E-1,-1.251024945E-1,2.159724650E0
4.272346479E1,9.411189341E-1,3.329996623E-1,2.239454359E0
4.273350979E1,8.355495020E-1,6.070449190E-1,2.719965677E0
4.274355579E1,2.896034550E-1,6.938491742E-1,3.114008955E0
4.275360079E1,-3.770491863E-1,8.887860616E-1,3.163336651E0
4.276364579E1,-1.061546287E0,1.115100643E0,2.752555718E0
4.277369179E1,-1.802757543E0,1.199573540E0,2.054860684E0
4.278373679E1,-2.341478916E0,1.088493692E0,1.023169768E0
4.279378179E1,-2.499239426E0,8.732600230E-1,-3.281001341E-1
4.280382679E1,-2.337777044E0,5.574809955E-1,-1.601926589E0
4.281387279E1,-1.969627576E0,2.917814697E-1,-2.674433994E0
4.282391779E1,-1.444347051E0,1.497236578E-1,-3.553103276E0
4.283396279E1,-9.646109270E-1,-6.200387478E-3,-4.143167442E0
4.284400879E1,-2.958093608E-1,8.290942490E-2,-4.526649479E0
4.285405379E1,1.811478738E-1,1.819390386E-1,-4.456191115E0
4.286409879E1,1.528420876E-1,-7.276421338E-3,-3.907860866E0
4.287414479E1,-9.962354466E-2,-3.299554557E-1,-3.356189518E0
4.288418975E1,-1.244850834E-1,-4.074154218E-1,-2.974179810E0
4.289423475E1,-1.043899756E-2,-2.334224568E-1,-2.489356754E0
4.290428075E1,1.993070233E-1,-7.119730577E-2,-2.013192256E0
4.291432575E1,3.648407117E-1,3.287889361E-3,-1.647539549E0
4.292437075E1,4.404320904E-1,-4.836992204E-2,-1.436194278E0
4.293441575E1,4.287525329E-1,-1.451974744E-1,-1.339743286E0
4.294446175E1,4.703300735E-1,-1.610289569E-1,-1.301601314E0
4.295450675E1,6.093961209E-1,2.366660535E-3,-1.177735067E0
4.296455175E1,7.081859623E-1,2.229351832E-1,-1.072724921E0
4.297459775E1,6.759114515E-1,3.992354594E-1,-9.628066224E-1
4.298464275E1,4.350068610E-1,4.705779223E-1,-7.732346284E-1
4.299468775E1,1.106856818E-1,4.677965480E-1,-6.309151536E-1
4.300473375E1,-1.632767911E-1,4.241885984E-1,-5.715214759E-1
4.301477875E1,-2.502959863E-1,4.723698016E-1,-4.459577823E-1
4.302482375E1,-1.904765399E-1,5.826724085E-1,-2.820246595E-1
4.303486875E1,-1.105702176E-1,6.752133670E-1,-1.768016750E-1
4.304491475E1,8.580869369E-2,6.964703348E-1,-1.269477296E-1
4.305495975E1,4.339076941E-1,7.284853023E-1,-6.678397357E-2
4.306500475E1,7.916415171E-1,8.502996151E-1,1.272716653E-1
4.307505075E1,1.045870999E0,9.033363461E-1,5.227960432E-1
4.308509575E1,1.170403901E0,9.478997308E-1,1.156248888E0
4.309514075E1,1.129943435E0,9.413553809E-1,1.720249676E0
4.310518675E1,8.892998857E-1,7.939387420E-1,1.994974086E0
4.311523175E1,6.076954217E-1,5.585191686E-1,2.003886997E0
4.312527675E1,4.571101767E-1,4.162629899E-1,1.787680936E0
4.313532175E1,4.997882728E-1,4.424668483E-1,1.451728576E0
4.314536775E1,5.999968314E-1,5.155930044E-1,1.089809901E0
4.315541275E1,6.422523201E-1,5.466732945E-1,8.075232857E-1
4.316545775E1,6.806051577E-1,5.024214202E-1,7.153167880E-1
4.317550375E1,7.712876518E-1,4.468060671E-1,9.095759100E-1
4.318554875E1,8.226743717E-1,3.614617154E-1,1.191393578E0
4.319559375E1,8.307333697E-1,3.036954640E-1,1.517136700E0
4.320563975E1,8.006222557E-1,2.582390633E-1,1.821315290E0
4.321568475E1,7.105567890E-1,1.193828943E-1,1.936932285E0
4.322572975E1,6.317071590E-1,-3.796450943E-2,1.899678504E0
4.323577475E1,5.194191299E-1,-1.146679920E-1,1.796021989E0
4.324582075E1,4.115176090E-1,-2.340257433E-1,1.679105743E0
4.325586575E1,4.037881015E-1,-3.118907753E-1,1.631801183E0
4.326591075E1,3.952619475E-1,-3.575570910E-1,1.579948660E0
4.327595675E1,4.349602660E-1,-4.842963673E-1,1.412256362E0
4.328600175E1,4.013546365E-1,-7.393916751E-1,1.114163554E0
4.329604675E1,4.255896644E-1,-9.306046902E-1,7.156009626E-1
4.330609175E1,5.652347324E-1,-9.513213752E-1,2.938032907E-1
4.331613775E1,7.035567947E-1,-9.451161638E-1,-1.657089221E-1
4.332618275E1,7.852163773E-1,-9.607495719E-1,-5.125371033E-1
4.333622775E1,8.251738371E-1,-9.375229695E-1,-7.526845890E-1
4.334627375E1,8.731237829E-1,-8.246301922E-1,-9.525523603E-1
4.335631875E1,7.692525284E-1,-7.381307231E-1,-1.101547017E0
4.336636375E1,4.344179367E-1,-7.654084226E-1,-1.209594206E0
4.337640975E1,9.977018187E-2,-7.681896508E-1,-1.280827326E0
4.338645475E1,-5.868356078E-2,-7.143581370E-1,-1.284639126E0
4.339649975E1,-7.996619236E-2,-6.789202094E-1,-1.251639780E0
4.340654475E1,-4.719729492E-2,-6.789763427E-1,-1.247287112E0
4.341659075E1,4.197406854E-2,-6.709399295E-1,-1.271661231E0
4.342663575E1,1.634297688E-1,-6.917621568E-1,-1.382546074E0
4.343668075E1,2.511710952E-1,-7.124279711E-1,-1.525389460E0
4.344672675E1,3.778053410E-1,-6.944083142E-1,-1.670783401E0
4.345677175E1,5.353878759E-1,-6.544580904E-1,-1.833467558E0
4.346681675E1,6.666700733E-1,-5.892379546E-1,-1.960130528E0
4.347686275E1,7.894788513E-1,-4.582357657E-1,-1.979066736E0
4.348690775E1,8.201999031E-1,-4.048351917E-1,-1.924679444E0
4.349695275E1,8.649083718E-1,-4.163597614E-1,-1.855257207E0
4.350699775E1,8.994998418E-1,-3.845421374E-1,-1.718074511E0
4.351704375E1,8.380847816E-1,-3.620119384E-1,-1.514541705E0
4.352708875E1,6.844143994E-1,-3.941771793E-1,-1.370635296E0
4.353713375E1,4.815262854E-1,-4.307319251E-1,-1.236174479E0
4.354717975E1,2.573555490E-1,-4.067668194E-1,-1.083074493E0
4.355722475E1,5.832992300E-2,-3.590482771E-1,-9.040520453E-1
4.356726975E1,-9.783904754E-2,-2.939292982E-1,-8.082325530E-1
4.357731475E1,-2.432418688E-1,-2.305919659E-1,-8.659474951E-1
4.358736075E1,-3.324825492E-1,-1.492270830E-1,-9.786689490E-1
4.359740575E1,-3.348994958E-1,-1.126650283E-1,-1.161739424E0
4.360745075E1,-3.491720010E-1,-1.189993170E-1,-1.371580791E0
4.361749675E1,-3.818030458E-1,-1.076729679E-1,-1.403489631E0
4.362754175E1,-3.722621074E-1,-1.136535001E-1,-1.313507414E0
4.363758675E1,-2.984053418E-1,-1.648084509E-1,-1.215723258E0
4.364763175E1,-1.101479847E-1,-1.790136766E-1,-1.013362818E0
4.365767775E1,8.945903733E-2,-1.842562902E-1,-7.035387415E-1
4.366772275E1,2.514060437E-1,-1.465236229E-1,-2.220737422E-1
4.367776775E1,2.838947453E-1,-5.981613904E-2,4.400023931E-1
4.368781375E1,8.470766298E-2,2.196418852E-2,1.223309435E0
4.369785875E1,-2.853595093E-1,5.203349501E-2,1.850021026E0
4.370790375E1,-5.758565651E-1,1.257721469E-1,2.246100889E0
4.371794975E1,-8.091346322E-1,1.967418498E-1,2.601946061E0
4.372799475E1,-1.003765052E0,1.997707075E-1,2.884891657E0
4.373803975E1,-1.009980058E0,1.008080444E-1,2.877877337E0
4.374808475E1,-8.484712639E-1,-1.943000525E-2,2.768065458E0
4.375813075E1,-5.481267661E-1,-9.008045018E-2,2.648856518E0
4.376817575E1,-2.135992994E-1,-1.376083732E-2,2.630610282E0
4.377822075E1,-4.184581809E-2,6.241113335E-2,2.848928942E0
4.378826675E1,-1.368132980E-1,7.695812881E-3,3.215028377E0
4.379831175E1,-3.627341426E-1,-1.208756885E-1,3.716102014E0
4.380835675E1,-4.674694694E-1,-2.652042666E-1,4.201229709E0
4.381840175E1,-3.999190720E-1,-4.159940180E-1,4.451444930E0
4.382844775E1,-2.286648698E-1,-5.973872191E-1,4.338616472E0
4.383849275E1,-1.176766768E-2,-7.174168155E-1,3.888821163E0
4.384853775E1,1.964847916E-1,-8.362268288E-1,3.168333682E0
4.385858375E1,2.478363550E-1,-8.796166773E-1,2.273655893E0
4.386862875E1,2.015100349E-1,-7.788726600E-1,1.303260754E0
4.387867375E1,1.610885254E-1,-5.174894026E-1,4.416021913E-1
4.388871875E1,-1.758572035E-2,-3.138393599E-1,-1.856637150E-1
4.389876475E1,-3.533772089E-1,-1.705499782E-1,-5.878024632E-1
4.390880975E1,-7.229740823E-1,-1.110858415E-1,-1.007358313E0
4.391885475E1,-1.196078075E0,-1.363317798E-1,-1.563664749E0
4.392890075E1,-1.765931925E0,-1.558882311E-1,-2.169377818E0
4.393894575E1,-2.356036729E0,-1.683803688E-1,-2.708977590E0
4.394899075E1,-2.662950647E0,-2.355584447E-1,-3.233863428E0
4.395903575E1,-2.533806995E0,-3.265631935E-1,-3.719813826E0
4.396908175E1,-1.933546747E0,-3.681080993E-1,-4.062050189E0
4.397912675E1,-1.063984796E0,-3.738462643E-1,-4.202951714E0
4.398917175E1,-2.974575812E-1,-4.906996532E-1,-4.139607072E0
4.399921775E1,2.115690000E-1,-7.754695804E-1,-4.031997254E0
4.400926275E1,6.654975604E-1,-1.001151055E0,-3.772977296E0
4.401930775E1,1.073533956E0,-1.049854999E0,-3.322148198E0
4.402935275E1,1.349940392E0,-9.589544767E-1,-2.724831730E0
4.403939875E1,1.459172081E0,-8.226424313E-1,-2.074306185E0
4.404944375E1,1.342639851E0,-7.274504913E-1,-1.465849602E0
4.405948875E1,1.084818498E0,-6.065927830E-1,-1.029007629E0
4.406953475E1,8.947480289E-1,-4.224907131E-1,-7.189531714E-1
4.407957975E1,8.332144895E-1,-2.492716272E-1,-5.255389720E-1
4.408962475E1,9.417721412E-1,-1.666848224E-1,-5.071559107E-1
4.409966975E1,1.129815307E0,-8.518267617E-2,-4.581275922E-1
4.410971575E1,1.265215845E0,-1.683471859E-2,-3.736616385E-1
4.411976075E1,1.284082179E0,-6.492470518E-2,-3.956594485E-1
4.412980575E1,1.183521691E0,-1.501057734E-1,-5.819213337E-1
4.413985175E1,1.075269337E0,-1.209761144E-1,-8.974289042E-1
4.414989675E1,1.013022657E0,1.301751003E-1,-1.030935456E0
4.415994175E1,8.725738522E-1,4.886120510E-1,-9.728129625E-1
4.416998675E1,7.524129859E-1,8.058384106E-1,-8.947444475E-1
4.418003275E1,7.775995749E-1,1.097612133E0,-7.293068361E-1
4.419007775E1,7.171447738E-1,1.324889312E0,8.325265646E-3
4.420012275E1,4.476657540E-1,1.344695001E0,6.559324658E-1
4.421016875E1,2.457539423E-1,1.255064786E0,9.968198758E-1
4.422021375E1,1.209163266E-1,1.366720878E0,1.526772911E0
4.423025875E1,2.136480506E-1,1.597111992E0,1.809706228E0
4.424030375E1,2.114753714E-1,1.876270931E0,2.353924715E0
4.425034975E1,6.875697032E-2,1.922318923E0,2.696785560E0
4.426039475E1,-1.173569072E-1,1.851283439E0,3.085881509E0
4.427043975E1,6.800311804E-4,1.870085161E0,2.882920561E0
4.428048575E1,3.316174536E-1,1.984414892E0,2.323144972E0
4.429053075E1,6.265646790E-1,2.212624702E0,2.243634533E0
4.430057575E1,8.898725474E-1,2.289586632E0,2.448371866E0
4.431062075E1,1.033303139E0,2.253500248E0,2.858704902E0
4.432066675E1,1.237991794E0,1.766772462E0,2.867351764E0
4.433071175E1,1.580387201E0,1.072332573E0,2.431064692E0
4.434075675E1,1.963079133E0,4.560041758E-1,1.971463017E0
4.435080275E1,2.321621626E0,1.506494182E-1,1.554198107E0
4.436084775E1,2.407151042E0,2.899759957E-1,1.183932531E0
4.437089275E1,2.156101715E0,6.950094080E-1,1.141909177E0
4.438093775E1,1.697318650E0,1.195064460E0,1.571306475E0
4.439098375E1,1.282244399E0,1.529174362E0,2.209737639E0
4.440102875E1,1.014189103E0,1.018413059E0,2.409674993E0
4.441107375E1,8.396534434E-1,4.462799639E-2,1.949838844E0
4.442111875E1,8.660465323E-1,-9.298803663E-1,1.169817352E0
4.443116475E1,9.540617459E-1,-1.481766892E0,7.150355369E-1
4.444120975E1,1.041116774E0,-1.542047300E0,5.105917346E-1
4.445125475E1,9.853350672E-1,-1.357352761E0,4.602442843E-1
4.446130075E1,6.709582751E-1,-1.228146544E0,3.673027915E-1
4.447134575E1,2.283078973E-1,-1.310624152E0,1.357799488E-1
4.448139075E1,-3.456552297E-1,-1.314487408E0,6.186880410E-2
4.449143575E1,-8.499014928E-1,-1.256985304E0,-8.247146845E-2
4.450148175E1,-1.109393030E0,-1.166632374E0,-3.857723916E-1
4.451152675E1,-1.190211344E0,-1.046101379E0,-7.189619422E-1
4.452157175E1,-1.215244444E0,-9.558399573E-1,-9.623055160E-1
4.453161775E1,-1.299096074E0,-1.043445866E0,-1.216297454E0
4.454166275E1,-1.237003468E0,-1.240436222E0,-1.504105595E0
4.455170775E1,-9.957950051E-1,-1.338450467E0,-1.827246121E0
4.456175275E1,-7.092945944E-1,-1.300114952E0,-2.180990973E0
