"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
9.618290767E1,2.119135837E-1,7.968664429E-1,2.582425717E0
9.619295267E1,4.254556535E-2,7.668073690E-1,2.957413504E0
9.620299667E1,-3.201307447E-1,6.324637887E-1,3.198798845E0
9.621304167E1,-7.484303011E-1,4.113609767E-1,3.202356291E0
9.622308667E1,-9.910423151E-1,1.610182858E-1,2.904428374E0
9.623313067E1,-9.434011754E-1,1.009814143E-2,2.521532228E0
9.624317567E1,-8.285307967E-1,-6.136243522E-2,2.222914925E0
9.625322067E1,-7.441857342E-1,-1.227359802E-1,2.110689899E0
9.626326567E1,-7.828383878E-1,-2.710535288E-1,2.211916897E0
9.627330967E1,-9.856626575E-1,-5.643340784E-1,2.393115678E0
9.628335467E1,-1.061169361E0,-8.839975575E-1,2.546523812E0
9.629339967E1,-9.541229224E-1,-1.173056417E0,2.605685940E0
9.630344367E1,-7.871941249E-1,-1.397079329E0,2.533128426E0
9.631348867E1,-7.531802867E-1,-1.583043591E0,2.283579202E0
9.632353367E1,-7.560521467E-1,-1.757053805E0,1.689863450E0
9.633357767E1,-7.593181090E-1,-1.724992060E0,1.053232058E0
9.634362267E1,-8.616520574E-1,-1.551962716E0,3.992958319E-1
9.635366767E1,-1.002013958E0,-1.335429795E0,-1.720069581E-1
9.636371267E1,-1.230135182E0,-1.104793391E0,-5.801057732E-1
9.637375667E1,-1.399578137E0,-9.030188423E-1,-9.425974756E-1
9.638380167E1,-1.524991264E0,-7.629324192E-1,-1.240138891E0
9.639384667E1,-1.637003597E0,-6.999172685E-1,-1.534724540E0
9.640389067E1,-1.607306027E0,-6.848946020E-1,-1.891788856E0
9.641393567E1,-1.369007285E0,-6.833512294E-1,-2.339398477E0
9.642398067E1,-9.967241277E-1,-6.445420897E-1,-2.683624647E0
9.643402567E1,-6.038629373E-1,-6.247790855E-1,-2.950055367E0
9.644406967E1,-2.048504395E-1,-6.667433828E-1,-3.155986117E0
9.645411467E1,1.890499472E-1,-6.991781804E-1,-3.295789534E0
9.646415967E1,5.881020233E-1,-6.630423877E-1,-3.300398310E0
9.647420367E1,8.904452091E-1,-6.182652873E-1,-3.203421069E0
9.648424867E1,1.086482396E0,-5.780457991E-1,-3.053618327E0
9.649429367E1,1.138565520E0,-5.276708668E-1,-2.884789916E0
9.650433767E1,1.041651794E0,-3.276051673E-1,-2.723732454E0
9.651438267E1,9.324399850E-1,-5.772897542E-2,-2.612359952E0
9.652442767E1,8.292625757E-1,1.561788377E-1,-2.572791844E0
9.653447267E1,8.414184254E-1,2.491109750E-1,-2.570744734E0
9.654451667E1,9.269377550E-1,3.153423867E-1,-2.605502923E0
9.655456167E1,9.948753843E-1,4.147202021E-1,-2.721067293E0
9.656460667E1,9.589411012E-1,5.370737743E-1,-2.750769979E0
9.657465067E1,9.497728863E-1,7.080276489E-1,-2.607931271E0
9.658469567E1,1.067651511E0,8.697970095E-1,-2.302389695E0
9.659474067E1,1.242339199E0,9.965359935E-1,-2.013897430E0
9.660478567E1,1.406279923E0,1.094289745E0,-1.716279416E0
9.661482967E1,1.540388153E0,1.145556085E0,-1.333687910E0
9.662487467E1,1.672202812E0,1.147039231E0,-9.125164747E-1
9.663491967E1,1.729078533E0,1.186978053E0,-2.910591924E-1
9.664496367E1,1.665514328E0,1.234114505E0,5.276907474E-1
9.665500867E1,1.514100825E0,1.221412306E0,1.403808305E0
9.666505367E1,1.291614270E0,1.183329829E0,2.242887844E0
9.667509867E1,9.993824181E-1,1.064583550E0,2.919874379E0
9.668514267E1,9.079905836E-1,9.117762172E-1,3.371199321E0
9.669518767E1,8.835546309E-1,7.828340024E-1,3.611262606E0
9.670523267E1,7.984527925E-1,6.346602952E-1,3.575158389E0
9.671527667E1,7.237359745E-1,5.157302678E-1,3.371361873E0
9.672532167E1,5.944808971E-1,4.459984204E-1,3.136734744E0
9.673536667E1,4.853389990E-1,4.145716828E-1,2.909044166E0
9.674541067E1,3.347642789E-1,4.236917312E-1,2.706823475E0
9.675545567E1,1.606203462E-1,4.628832789E-1,2.411330924E0
9.676550067E1,5.585260391E-2,4.985884242E-1,1.942611685E0
9.677554567E1,4.916448556E-2,5.860605776E-1,1.424149014E0
9.678558967E1,1.538194131E-1,7.732089007E-1,9.998838168E-1
9.679563467E1,1.533774002E-1,1.065577431E0,5.655456215E-1
9.680567967E1,-2.289194430E-1,1.595505762E0,3.372317308E-1
9.681572367E1,-8.631357884E-1,2.045570774E0,8.978808939E-2
9.682576867E1,-1.358637540E0,2.122177632E0,-5.444857049E-1
9.683581367E1,-1.466941131E0,1.981985374E0,-1.118768236E0
9.684585767E1,-1.214069153E0,1.690848706E0,-1.059398532E0
9.685590267E1,-8.265883517E-1,1.203109936E0,-3.030231804E-1
9.686594767E1,-5.416598918E-1,6.737392840E-1,5.811126637E-1
9.687599267E1,-2.970473991E-1,2.872631800E-1,1.293903455E0
9.688603667E1,1.001924331E-1,-4.602957398E-2,1.865392186E0
9.689608167E1,5.465940647E-1,-4.517120272E-1,2.473811347E0
9.690612667E1,9.663279618E-1,-7.604072991E-1,3.033068873E0
9.691617067E1,1.083449226E0,-9.678548160E-1,3.410194986E0
9.692621567E1,1.022806729E0,-1.215150815E0,3.480242876E0
9.693626129E1,1.015426008E0,-1.437302033E0,3.293223191E0
9.694630629E1,1.100835922E0,-1.495540009E0,2.806018565E0
9.695635029E1,1.148129445E0,-1.435290445E0,1.956899942E0
9.696639529E1,1.130472973E0,-1.373087618E0,1.021725506E0
9.697644029E1,9.540303902E-1,-1.288437477E0,1.614936644E-1
9.698648429E1,7.238231711E-1,-1.232773739E0,-5.433086604E-1
9.699652929E1,5.211204504E-1,-1.168302631E0,-1.098518744E0
9.700657429E1,3.854352996E-1,-1.089896732E0,-1.546575676E0
9.701661829E1,2.343739450E-1,-9.560226828E-1,-1.881669080E0
9.702666329E1,7.535634804E-2,-7.889159837E-1,-2.108434628E0
9.703670829E1,-1.198466699E-1,-6.754890633E-1,-2.321205450E0
9.704675329E1,-3.291582244E-1,-6.362928379E-1,-2.513211055E0
9.705679729E1,-4.711862886E-1,-5.931588051E-1,-2.715570910E0
9.706684229E1,-5.364052549E-1,-5.642729750E-1,-2.860481871E0
9.707688729E1,-5.344353645E-1,-5.072219843E-1,-2.897221096E0
9.708693129E1,-5.395765654E-1,-4.373693919E-1,-2.808608297E0
9.709697629E1,-6.086835281E-1,-4.199522907E-1,-2.594289717E0
9.710702129E1,-7.345782472E-1,-4.478630975E-1,-2.355474227E0
9.711706629E1,-8.365713029E-1,-4.810223651E-1,-2.178801191E0
9.712711029E1,-8.235471417E-1,-5.053625697E-1,-2.117402503E0
9.713715529E1,-7.109706257E-1,-4.893523085E-1,-2.109659620E0
9.714720029E1,-5.322592501E-1,-5.053532141E-1,-2.125747064E0
9.715724429E1,-4.526456814E-1,-5.470918089E-1,-2.202353776E0
9.716728929E1,-5.309052542E-1,-6.088036153E-1,-2.329070540E0
9.717733429E1,-6.517696868E-1,-6.294863865E-1,-2.363998883E0
9.718737829E1,-7.277087921E-1,-5.743453887E-1,-2.359740940E0
9.719742329E1,-7.270019368E-1,-4.928319865E-1,-2.331357971E0
9.720746829E1,-7.055042830E-1,-4.004787236E-1,-2.228908321E0
9.721751329E1,-5.716945535E-1,-3.049083227E-1,-1.994291716E0
9.722755729E1,-3.385889427E-1,-1.140876558E-1,-1.438902124E0
9.723760229E1,-2.322760554E-1,2.195512533E-2,-7.787526459E-1
9.724764729E1,-4.023139454E-1,-5.331140399E-2,-1.968611330E-1
9.725769129E1,-6.613655524E-1,-2.832695317E-1,3.131786245E-1
9.726773629E1,-6.687157217E-1,-4.246601763E-1,6.503162152E-1
9.727778129E1,-3.466717681E-1,-3.726755056E-1,9.492580390E-1
9.728782629E1,-3.103884794E-3,-2.107859847E-1,1.216510293E0
9.729787029E1,1.648396605E-1,-7.356703609E-2,1.476838274E0
9.730791529E1,2.825123904E-1,7.375970185E-2,1.818322100E0
9.731796029E1,3.244645547E-1,2.640354082E-1,2.160652603E0
9.732800429E1,1.456878730E-1,3.183539951E-1,2.421462395E0
9.733804929E1,-2.930415813E-1,1.733357379E-1,2.506596100E0
9.734809429E1,-7.102742954E-1,-1.387187594E-1,2.511201367E0
9.735813829E1,-8.308172773E-1,-3.549388540E-1,2.483874405E0
9.736818329E1,-6.189260226E-1,-3.284302095E-1,2.654399094E0
9.737822829E1,-2.858071137E-1,-2.557472724E-1,3.036368456E0
9.738827329E1,-1.148766645E-1,-3.060996929E-1,3.469445407E0
9.739831729E1,-1.368355174E-1,-3.989821288E-1,3.913559563E0
9.740836229E1,-2.614832447E-1,-5.469599542E-1,4.272128368E0
9.741840729E1,-3.366912288E-1,-6.729879168E-1,4.436182528E0
9.742845129E1,-3.547752781E-1,-7.950026429E-1,4.264313564E0
9.743849629E1,-4.441314045E-1,-8.617639585E-1,3.695773584E0
9.744854129E1,-7.374596089E-1,-8.283073600E-1,2.809907548E0
9.745858629E1,-1.195402064E0,-6.416858710E-1,1.901575926E0
9.746863029E1,-1.732946320E0,-3.917377210E-1,9.957603604E-1
9.747867529E1,-2.247276764E0,-1.803962508E-1,3.227212805E-1
9.748872029E1,-2.615043824E0,-5.769301504E-2,-1.959343493E-1
9.749876429E1,-2.816936486E0,-6.210327744E-2,-6.551705736E-1
9.750880929E1,-2.722617097E0,-1.524012440E-1,-1.140819840E0
9.751885429E1,-2.461348591E0,-3.383251601E-1,-1.506416999E0
9.752889829E1,-1.878717991E0,-4.946592414E-1,-1.841529699E0
9.753894329E1,-1.147488882E0,-5.604740390E-1,-2.059076527E0
9.754898829E1,-4.794980691E-1,-6.375801024E-1,-2.115678744E0
9.755903329E1,9.544307783E-2,-6.543975717E-1,-1.993691792E0
9.756907729E1,5.030109657E-1,-5.882719946E-1,-1.775594741E0
9.757912229E1,6.482742213E-1,-4.450953180E-1,-1.506301809E0
9.758916729E1,5.563830346E-1,-3.148626226E-1,-1.294164825E0
9.759921129E1,3.936556442E-1,-2.373224035E-1,-1.282121900E0
9.760925629E1,3.129290946E-1,-1.736988500E-1,-1.511553193E0
9.761930129E1,2.687578388E-1,-5.276761293E-2,-1.925072377E0
9.762934529E1,2.958726934E-1,6.880711019E-2,-2.438282495E0
9.763939029E1,3.825575924E-1,1.017181635E-1,-2.885241905E0
9.764943529E1,5.141967989E-1,1.347265729E-1,-3.271915353E0
9.765948029E1,6.520309111E-1,1.827257815E-1,-3.570150833E0
9.766952429E1,7.332107297E-1,2.071574950E-1,-3.764767220E0
9.767956929E1,7.377123548E-1,2.499430338E-1,-3.884525213E0
9.768961429E1,7.794246371E-1,3.852911657E-1,-3.912315860E0
9.769965829E1,8.322214861E-1,5.531404611E-1,-3.805211241E0
9.770970329E1,8.888188791E-1,7.513803676E-1,-3.664926597E0
9.771974829E1,1.000491927E0,1.066312572E0,-3.416885955E0
9.772979329E1,1.040741675E0,1.301534071E0,-3.055484174E0
9.773983729E1,8.667712216E-1,1.480490153E0,-2.544737488E0
9.774988229E1,5.660352162E-1,1.564017043E0,-1.969030575E0
9.775992729E1,3.960318431E-1,1.616819155E0,-1.384255800E0
9.776997129E1,3.797868162E-1,1.629214667E0,-7.287724006E-1
9.778001629E1,4.947083946E-1,1.658212179E0,-6.257339358E-2
9.779006129E1,7.052294639E-1,1.573405625E0,4.678123355E-1
9.780010529E1,8.222660168E-1,1.326869472E0,8.883388227E-1
9.781015029E1,9.903388220E-1,1.074407457E0,1.395755519E0
9.782019529E1,1.200148906E0,8.576915190E-1,1.879262366E0
9.783024029E1,1.363503009E0,6.454732588E-1,2.257357948E0
9.784028429E1,1.544117507E0,4.829449296E-1,2.529240028E0
9.785032929E1,1.529783204E0,3.570251405E-1,2.786623936E0
9.786037429E1,1.473378915E0,1.827827919E-1,2.970283810E0
9.787041829E1,1.457562197E0,4.929056615E-2,3.091910573E0
9.788046329E1,1.478487481E0,-3.338847846E-2,3.165828735E0
9.789050829E1,1.382997918E0,-1.612249848E-1,3.209361255E0
9.790055229E1,1.290213131E0,-2.346812162E-1,3.254193027E0
9.791059729E1,1.190881947E0,-2.135534719E-1,3.258007751E0
9.792064229E1,1.103175466E0,-1.886633366E-1,3.288665287E0
9.793068729E1,1.051707031E0,-1.707011287E-1,3.359117219E0
9.794073200E1,9.638370480E-1,-1.726976605E-1,3.514860147E0
9.795077700E1,7.338634982E-1,-2.058271073E-1,3.752443044E0
9.796082200E1,5.108546035E-1,-2.495192568E-1,3.900238436E0
9.797086600E1,5.039152376E-1,-2.862523426E-1,3.962255175E0
9.798091100E1,5.057154857E-1,-4.384824094E-1,3.843043896E0
9.799095600E1,5.835673980E-1,-6.956375451E-1,3.409980394E0
9.800100100E1,6.005629881E-1,-7.683428478E-1,2.572985387E0
9.801104500E1,6.294507916E-1,-6.986709344E-1,1.710267309E0
9.802109000E1,5.159981799E-1,-6.171032993E-1,9.142069048E-1
9.803113500E1,3.899448916E-1,-5.250209087E-1,2.303645092E-1
9.804117900E1,2.647847837E-1,-4.635386056E-1,-3.382596713E-1
9.805122400E1,1.721106731E-1,-4.293534440E-1,-8.195170945E-1
9.806126900E1,1.181744667E-1,-3.924526893E-1,-1.234917328E0
9.807131300E1,5.682114037E-2,-3.591690221E-1,-1.544000562E0
9.808135800E1,-9.043998085E-4,-2.958154638E-1,-1.750249985E0
9.809140300E1,-8.643916972E-2,-2.110941330E-1,-1.813149068E0
9.810144800E1,-2.432511878E-1,-1.227989839E-1,-1.798737436E0
9.811149200E1,-4.498079545E-1,-1.033714637E-1,-1.751180862E0
9.812153700E1,-5.898379155E-1,-1.414198807E-1,-1.673383657E0
9.813158200E1,-6.183388160E-1,-1.356717753E-1,-1.658928756E0
9.814162600E1,-5.318824701E-1,-8.837540209E-2,-1.718116027E0
9.815167100E1,-3.615980286E-1,-4.087320685E-2,-1.781923183E0
9.816171600E1,-2.093909121E-1,-5.483855054E-2,-1.831356713E0
9.817176000E1,-2.150868859E-1,-1.399175848E-1,-1.901864778E0
9.818180500E1,-3.721804657E-1,-2.078863505E-1,-1.960624033E0
9.819185000E1,-4.931100217E-1,-2.595234042E-1,-2.045194067E0
9.820189500E1,-4.730880589E-1,-2.208028498E-1,-2.137920967E0
9.821193900E1,-4.471397238E-1,-1.738327512E-1,-2.183925691E0
9.822198400E1,-4.442397972E-1,-2.156818584E-1,-2.183255600E0
9.823202900E1,-4.890480340E-1,-3.931577173E-1,-2.131881378E0
9.824207300E1,-4.772800740E-1,-5.845786008E-1,-2.067158548E0
9.825211800E1,-5.039277361E-1,-7.369085088E-1,-2.088976264E0
9.826216300E1,-4.814250190E-1,-8.045996779E-1,-2.108226467E0
9.827220700E1,-4.069131094E-1,-8.454620674E-1,-2.174267260E0
9.828225200E1,-2.748462339E-1,-8.756948036E-1,-2.278334250E0
9.829229700E1,-1.825835297E-1,-8.797703129E-1,-2.427851062E0
9.830234200E1,-5.852277149E-3,-8.353572017E-1,-2.480761932E0
9.831238600E1,3.062911892E-1,-6.513839167E-1,-2.319147230E0
9.832243100E1,5.846859703E-1,-3.184405339E-1,-1.782492117E0
9.833247600E1,6.215835822E-1,-1.077191609E-1,-1.062631457E0
9.834252000E1,4.118863490E-1,-7.615179777E-2,-3.244649202E-1
9.835256500E1,2.133056778E-1,-5.401950181E-2,3.588447940E-1
9.836261000E1,9.215012698E-2,6.337972462E-2,9.782093579E-1
9.837265500E1,-1.242113058E-3,2.149372154E-1,1.469527500E0
9.838269900E1,-1.803134944E-1,3.248777336E-1,1.875007347E0
9.839274400E1,-4.066850314E-1,3.364341706E-1,2.119352549E0
9.840278900E1,-5.089116103E-1,2.906218207E-1,2.137866588E0
9.841283300E1,-4.961196566E-1,3.058102557E-1,2.037348273E0
9.842287800E1,-4.299103913E-1,3.317227766E-1,1.959787881E0
9.843292300E1,-3.382449802E-1,3.112464121E-1,1.972115566E0
9.844296700E1,-2.734968975E-1,3.534899139E-1,2.087168890E0
9.845301200E1,-3.969780687E-1,2.942845166E-1,2.280484271E0
9.846305700E1,-7.500593354E-1,9.161066651E-2,2.538081018E0
9.847310200E1,-1.064810276E0,-5.416100442E-2,2.918310249E0
9.848314600E1,-1.212519714E0,-1.323897332E-1,3.476509429E0
9.849319100E1,-1.341743180E0,-2.424559665E-1,4.053821402E0
9.850323600E1,-1.524062726E0,-4.540251857E-1,4.517083434E0
9.851328000E1,-1.661276851E0,-7.220238367E-1,4.810027769E0
9.852332500E1,-1.540919957E0,-9.098643239E-1,4.918877197E0
9.853337000E1,-1.334239302E0,-9.584501544E-1,4.762603927E0
9.854341400E1,-1.210348789E0,-9.739462991E-1,4.198978531E0
9.855345900E1,-1.343111867E0,-1.067624103E0,3.218435549E0
9.856350400E1,-1.632765389E0,-1.059870256E0,2.113632803E0
9.857354900E1,-1.867601264E0,-8.649777344E-1,1.152928255E0
9.858359300E1,-2.100423650E0,-5.765785865E-1,2.484815222E-1
9.859363800E1,-2.299621623E0,-3.172288446E-1,-5.959365249E-1
9.860368300E1,-2.423835341E0,-8.203365818E-2,-1.278228824E0
9.861372700E1,-2.274498330E0,8.296365783E-2,-1.824273981E0
9.862377200E1,-1.919243873E0,1.891739447E-1,-2.167941742E0
9.863381700E1,-1.519836651E0,1.406995037E-1,-2.276719834E0
9.864386100E1,-1.155259759E0,-1.217255813E-1,-2.149758655E0
9.865390600E1,-7.776649906E-1,-4.509735239E-1,-2.020260370E0
9.866395100E1,-4.050019469E-1,-6.590655501E-1,-1.955566192E0
9.867399600E1,-6.633286089E-2,-7.588462387E-1,-2.015253400E0
9.868404000E1,2.556791158E-1,-7.335196088E-1,-2.225767781E0
9.869408500E1,4.607426863E-1,-6.313829309E-1,-2.461393030E0
9.870413000E1,5.357471873E-1,-4.568689790E-1,-2.668693197E0
9.871417400E1,4.913460994E-1,-3.657835387E-1,-2.872577421E0
9.872421900E1,3.453570217E-1,-3.208966568E-1,-3.110678381E0
9.873426400E1,1.792127378E-1,-2.518805087E-1,-3.234905986E0
9.874430800E1,1.081957638E-1,-1.785719195E-1,-3.369619988E0
9.875435300E1,9.366673026E-2,-1.583200881E-1,-3.571365885E0
9.876439800E1,9.295852281E-2,-1.502316347E-1,-3.818408992E0
9.877444300E1,6.765228510E-2,-1.540720859E-1,-4.012590930E0
9.878448700E1,1.246879635E-1,-1.425182801E-1,-4.142299131E0
9.879453200E1,3.663921973E-1,-7.358340830E-2,-4.199750363E0
9.880457700E1,7.340082899E-1,1.285144910E-1,-3.916911771E0
9.881462100E1,1.060246744E0,2.186390877E-1,-3.221395410E0
9.882466600E1,1.156815703E0,1.423744386E-1,-2.328288183E0
9.883471100E1,1.162679802E0,1.153641030E-1,-1.294716218E0
9.884475500E1,1.231289861E0,1.590565449E-1,-3.492881048E-1
9.885480000E1,1.352856545E0,2.413908961E-1,5.217096305E-1
9.886484500E1,1.417237312E0,2.997449389E-1,1.189393246E0
9.887489000E1,1.455938571E0,3.155094709E-1,1.683280070E0
9.888493400E1,1.515121311E0,3.093926986E-1,1.988308845E0
9.889497900E1,1.506047455E0,2.538191530E-1,2.162459977E0
9.890502400E1,1.525773183E0,1.467607275E-1,2.073401036E0
9.891506800E1,1.532622319E0,7.519504711E-2,1.704040024E0
9.892511300E1,1.616795912E0,1.268911578E-1,1.294423272E0
9.893515700E1,1.667599738E0,3.558307005E-1,1.092442317E0
9.894520100E1,1.525722166E0,5.793253161E-1,1.082865747E0
9.895524600E1,1.236341563E0,6.427705295E-1,1.280029766E0
9.896529100E1,9.018877716E-1,6.527539194E-1,1.671707261E0
9.897533600E1,6.402434360E-1,6.670241953E-1,2.054309292E0
9.898538000E1,5.311834355E-1,6.754615813E-1,2.338652372E0
9.899542500E1,6.047195544E-1,6.585996732E-1,2.460686102E0
9.900547000E1,8.107600120E-1,5.946131538E-1,2.371185111E0
9.901551400E1,1.073075608E0,4.830317608E-1,2.038135893E0
9.902555900E1,1.287766217E0,4.549205406E-1,1.702203414E0
9.903560400E1,1.237237649E0,8.969143492E-1,1.463441718E0
9.904564800E1,7.686147434E-1,1.575790704E0,9.818510038E-1
9.905569300E1,2.407476841E-2,1.712830144E0,8.221799165E-1
9.906573800E1,-4.233847159E-1,1.407987748E0,1.488783551E0
9.907578300E1,-4.520730928E-1,1.070969441E0,2.383893449E0
9.908582700E1,-1.210473774E-1,6.570684336E-1,3.175845600E0
9.909587200E1,3.931965282E-1,4.095017083E-1,3.721936950E0
9.910591700E1,8.673072651E-1,2.681747983E-1,4.108816220E0
9.911596100E1,1.238300965E0,7.823282182E-3,4.195741512E0
9.912600600E1,1.331481171E0,-3.190068367E-1,3.896513759E0
9.913605100E1,1.137510536E0,-6.313401000E-1,3.163644215E0
9.914609600E1,9.365279196E-1,-7.655211277E-1,2.078091672E0
9.915614000E1,7.973614097E-1,-7.062227596E-1,9.755114526E-1
9.916618500E1,6.441900873E-1,-5.771888897E-1,-6.210620105E-2
9.917623000E1,5.300462982E-1,-4.516798675E-1,-9.257317668E-1
9.918627400E1,4.275784120E-1,-3.312466671E-1,-1.554562973E0
9.919631900E1,3.238820989E-1,-2.580238858E-1,-1.890375584E0
9.920636400E1,1.755920322E-1,-2.353726494E-1,-1.994202254E0
9.921640800E1,-1.201259293E-2,-2.257802922E-1,-1.886066771E0
9.922645300E1,-9.715009935E-2,-2.383178920E-1,-1.756176723E0
9.923649800E1,-1.561396979E-1,-2.241190982E-1,-1.717381616E0
9.924654300E1,-1.887094565E-1,-2.390473321E-1,-1.759804335E0
9.925658700E1,-1.386104397E-1,-2.919222414E-1,-1.878618588E0
9.926663200E1,-6.781103700E-2,-3.007649857E-1,-1.990331982E0
9.927667700E1,-8.374016806E-3,-2.923274535E-1,-2.055006280E0
9.928672100E1,1.421097790E-1,-2.678147560E-1,-2.105283564E0
9.929676600E1,3.252575468E-1,-2.109073144E-1,-2.142337954E0
9.930681100E1,4.457164750E-1,-1.309931257E-1,-2.104507053E0
9.931685500E1,4.512689544E-1,-6.950175941E-2,-1.942859023E0
9.932690000E1,3.882224846E-1,2.622593164E-2,-1.674758338E0
9.933694500E1,1.517921104E-1,1.887229782E-1,-1.415202774E0
9.934699000E1,-1.173744489E-1,2.512314677E-1,-1.265347992E0
9.935703400E1,-4.215699960E-1,2.705284488E-1,-1.224744927E0
9.936707900E1,-6.448881718E-1,2.860302946E-1,-1.273849844E0
9.937712400E1,-5.693402452E-1,4.052099982E-1,-1.294082379E0
9.938716800E1,-3.247314070E-1,5.672351745E-1,-1.212431860E0
9.939721300E1,-3.540489078E-2,7.283774212E-1,-9.902528679E-1
9.940725800E1,2.033816555E-1,7.959010676E-1,-6.497531283E-1
9.941730200E1,3.682679475E-1,7.662466210E-1,-1.709959745E-1
9.942734700E1,3.990048598E-1,6.675339264E-1,4.114130169E-1
9.943739200E1,3.376629630E-1,5.314086995E-1,9.857756549E-1
9.944743700E1,3.190071291E-1,4.034488168E-1,1.406795647E0
9.945748100E1,3.179898597E-1,3.325393403E-1,1.714384918E0
9.946752600E1,2.371140964E-1,3.124953774E-1,1.878422706E0
9.947757100E1,1.890229404E-2,2.489899376E-1,1.946724617E0
9.948761500E1,-3.193111843E-1,1.347753972E-1,2.038929361E0
9.949766000E1,-6.011674440E-1,6.086132884E-2,2.098593180E0
9.950770500E1,-7.939679781E-1,-4.161989629E-2,2.150812324E0
9.951774900E1,-8.710901213E-1,-2.188475409E-1,2.245365309E0
9.952779400E1,-7.681776640E-1,-3.607799301E-1,2.190780382E0
9.953783900E1,-6.345582613E-1,-4.285336643E-1,1.977337130E0
9.954788400E1,-6.100970194E-1,-5.466015199E-1,1.573925443E0
9.955792800E1,-6.202488090E-1,-7.467952734E-1,9.437078619E-1
9.956797300E1,-6.268824752E-1,-8.869243813E-1,3.379731578E-1
9.957801800E1,-5.642596726E-1,-8.688602856E-1,-1.272862834E-1
9.958806200E1,-6.069067785E-1,-7.679040143E-1,-4.631257921E-1
9.959810700E1,-1.008921273E0,-8.169992834E-1,-7.077025437E-1
9.960815200E1,-1.585716938E0,-1.042220582E0,-9.930384815E-1
9.961819600E1,-2.019929272E0,-1.157485867E0,-1.134659214E0
9.962824100E1,-2.179367640E0,-1.081034692E0,-8.997484946E-1
9.963828600E1,-2.226904626E0,-1.254204369E0,-3.209372950E-1
9.964833100E1,-2.035878283E0,-1.779287843E0,4.092390221E-1
9.965837500E1,-1.442426387E0,-2.280846798E0,8.656463635E-1
9.966842000E1,-5.503165483E-1,-2.335710638E0,1.061802322E0
9.967846500E1,3.133247318E-1,-1.967092516E0,1.057305229E0
9.968850900E1,7.253735603E-1,-1.505327078E0,1.048033299E0
9.969855400E1,7.508594538E-1,-1.106427687E0,1.011847220E0
9.970859900E1,6.012088130E-1,-7.680993113E-1,1.058814980E0
9.971864400E1,-1.879667871E-2,-5.921372965E-1,1.026434269E0
9.972868800E1,-7.104858184E-1,-6.768032250E-1,7.948979777E-1
9.973873300E1,-1.094521148E0,-8.401063102E-1,4.172029299E-1
9.974877800E1,-1.085563799E0,-8.702375972E-1,2.796080053E-2
9.975882200E1,-7.934260873E-1,-8.413409498E-1,-2.017593455E-1
9.976886700E1,-4.746692191E-1,-9.313348612E-1,-4.357263243E-1
9.977891200E1,-1.281070863E-1,-1.104543130E0,-7.236017078E-1
9.978895600E1,2.037583624E-1,-1.172135481E0,-1.051215938E0
9.979900100E1,5.133744246E-1,-1.147939410E0,-1.440883745E0
9.980904600E1,7.967816582E-1,-1.079684570E0,-1.847268741E0
9.981909100E1,9.801326533E-1,-1.037866453E0,-2.151077203E0
9.982913500E1,1.156480584E0,-9.520901379E-1,-2.267336807E0
9.983918000E1,1.289319237E0,-7.777796692E-1,-2.189014522E0
9.984922500E1,1.291731360E0,-6.341001320E-1,-1.998108779E0
9.985926900E1,1.160409182E0,-5.386270872E-1,-1.783707168E0
9.986931400E1,8.809318623E-1,-4.377921456E-1,-1.581946653E0
9.987935900E1,5.839989956E-1,-3.258664978E-1,-1.441863154E0
9.988940300E1,3.265263560E-1,-2.820831317E-1,-1.439014975E0
9.989944800E1,2.213371392E-1,-3.164849326E-1,-1.569088041E0
9.990949300E1,2.562119798E-1,-3.943751076E-1,-1.847469885E0
9.991953800E1,3.891897967E-1,-4.291429442E-1,-2.108010705E0
9.992958200E1,7.531719545E-1,-3.022799993E-1,-2.191942223E0
9.993962675E1,1.074922889E0,-1.045622492E-1,-2.164311206E0
9.994967175E1,1.184745879E0,8.460891813E-2,-2.132132224E0
9.995971575E1,1.097296383E0,2.881747609E-1,-2.017546093E0
9.996976075E1,9.015109916E-1,4.618177700E-1,-1.776491119E0
9.997980575E1,6.982404332E-1,6.776785532E-1,-1.383501509E0
9.998984975E1,4.586295757E-1,9.105330992E-1,-9.481973541E-1
9.999989475E1,2.747204639E-1,1.104066582E0,-5.356757051E-1
1.000099398E2,1.934087907E-1,1.186970744E0,-1.099311626E-1
1.000199848E2,3.940437897E-1,1.177173442E0,2.741005129E-1
1.000300287E2,7.394586258E-1,1.106222450E0,6.153884572E-1
1.000400738E2,1.091848532E0,9.565103406E-1,8.177418798E-1
1.000501188E2,1.308306608E0,8.580221790E-1,9.307878542E-1
1.000601628E2,1.395800543E0,8.085614589E-1,1.038985317E0
1.000702078E2,1.265678068E0,7.821086553E-1,1.273811252E0
1.000802527E2,1.036045118E0,8.197647241E-1,1.502742024E0
1.000902968E2,7.678423993E-1,9.394396868E-1,1.659037514E0
1.001003418E2,5.280404109E-1,1.079240766E0,1.672536981E0
1.001103867E2,3.011126757E-1,1.150834659E0,1.633458284E0
1.001204317E2,5.616791502E-2,1.184475445E0,1.547042284E0
1.001304758E2,-1.615567412E-1,1.096347380E0,1.479050276E0
1.001405207E2,-2.558519375E-1,8.749948919E-1,1.489048430E0
